,id,name,address,city,state,zip,county,phone,type,ownership,emergency,quality,LAT,LON
31,10031,"Болница ""Петромар"" АД",,,,,,,,,,,42.691835600000005,25.318165899999997
32,10032,"Болница ""Райна Княгиня""",,,,,,,,,,,42.6641096,23.2509919
33,10033,Болница Вита,Филип Кутев,,,,,,,,,,42.6568201,23.3200211
34,10034,Болница Кубрат,,,,,,,,,yes,,43.7914042,26.500679499999997
35,10035,Болница Лозенец,Козяк,,,,,,,,,,42.665890399999995,23.3109057
36,10036,Болница Рахила Ангелова,,,,,,,,,yes,,42.6124109,23.0362656
37,10037,Болница Слънчев Бряг,,,,,,,,,,,42.66796110000001,27.706838
38,10038,"Болница за долекуване, продължително лечение и рехабилитация",,,,,,,,,,,42.7031026,23.1447434
39,10039,ВМА МБАЛ Пловдив (Военна болница),,,,,,,,,,,42.1373027,24.756280899999997
40,10040,Ветеринарна клиника,,,,,,,,,,,43.25741,27.823605199999996
41,10041,Ветеринарна лечебница,,,,,,,,,,,42.258970500000004,25.3296981
42,10042,Вита Мед,,,,,,,,,,,42.6427216,24.804845699999998
43,10043,Витоша СБАЛ по ортопедия и травматология,,,,,,,,,,,42.642294,23.334063
44,10044,Военна болница,,,,,,,,,,,43.4149579,24.6299359
45,10045,Военна болница,,,,,,,,,,,41.93345720000001,25.562932
46,10046,Военно-морска болница,,,,,,,,,yes,,43.2271136,27.924712
47,10047,Втора Градска Поликлиника,,,,,,,,,,,43.4066061,24.620512899999998
48,10048,Втора Многопрофилна Болница за Активно Лечение,бул. Христо Ботев,,,,,+359 2 931 4024,,,no,,42.706607,23.3179169
49,10049,ДКЦ,Ул. Ген. Скобелев,,,,,,,,,,42.6217336,25.3877237
50,10050,"ДКЦ ""Д-р Николай Тошев""",,,,,,,,,,,42.200281700000005,25.327816000000002
51,10051,ДКЦ 1,,,,,,,,,,,43.4163833,24.609869800000002
52,10052,ДКЦ 2,,,,,,,,,,,42.6791919,26.3109433
53,10053,ДКЦ 2,,,,,,,,,,,42.4798615,26.5000971
54,10054,ДКЦ 2 Св.Иван Рилски,,,,,,,,,,,43.181576299999996,27.8955097
55,10055,ДКЦ 3,,,,,,,,,,,43.2480133,27.8468726
56,10056,ДКЦ 3,ж.к. Сторгозия,,,,,,,,,,43.4211101,24.5990951
57,10057,ДКЦ 30,,,,,,,,,,,42.7440613,23.2763136
58,10058,ДКЦ 4 - Варна,,,,,,,,,,,43.214897799999996,27.9171614
59,10059,ДКЦ 5 Св. Екатерина,,,,,,,,,,,43.2088927,27.894981
60,10060,ДКЦ 6,,,,,,,,,,,42.139921,24.7405961
61,10061,ДМСГД-Благоевград,,,,,,,,,,,42.0257756,23.091987699999997
62,10062,ДМСГД-Благоевград,Славянска,,,,,,,,,,42.0254256,23.0940217
63,10063,ДМСГД-Благоевград,Славянска,,,,,,,,,,42.0259576,23.0917638
64,10064,Детска специализирана болница за белодробни заболявания Царица Йоана,,,,,,,,,,,42.8670631,25.4763448
65,10065,Детско отделение,ул.Гео Милев,,,,,,,,,,42.676522399999996,26.324071999999997
66,10066,Детско-юношеска психиатрична клиника,,,,,,,,,,,42.659555700000006,23.254824300000003
67,10067,Диспансер за белодробни заболявания,Mануш Войвода,,,,,,,,,,43.2095695,27.890141800000002
68,10068,Диспансер за психични заболявания със стационар,Хаджи Христо Попгеоргиев,,,,,+359301643 66,,,,,41.572180200000005,24.7857486
69,10069,Дом за медико-социални грижи за деца,,,,,,,,,,,43.4026194,24.6297866
70,10070,"Държавна психиатрична болниза ""Д-р Георги Кисьов""",,,,,,,,,,,42.2873226,25.9226854
71,10071,Държавна психиатрична болница,,,,,,,,,,,43.474173799999996,28.018194399999995
72,10072,"Държавна психиатрична болница ""Св. Иван Рилски""",ул. Христо Ботев,,,,,,,,no,,42.8282335,23.3691942
73,10073,Държавна психиатрична болница за лечение на наркомании и алкохолизъм,,,,,,,,,,,42.6743189,23.1863342
74,10074,Ева,,,,,,,,,no,,42.6924395,26.3434973
75,10075,Ескулап,,,,,,,,,no,,42.1987229,24.3307886
76,10076,"Здравен център ""ОЛИМП""",,,,,,,,,,,42.9614019,23.3450215
77,10077,Здравна служба,,,,,,,,,,,43.2164498,27.818183299999998
78,10078,Здравна служба,,,,,,,,,yes,,43.2531438,27.7081766
79,10079,Изоставена болница(Бивша болница за туберкулоза),,,,,,,,,,,42.681399299999995,26.330623
80,10080,КОЖЕН ДИСПАНСЕР,,,,,,,,,,,42.674725200000005,26.3264341
81,10081,КУРОРТНА ПОЛИКЛ.,,,,,,,,,,,42.029937,23.9938604
82,10082,Кардиологичен център,ул. Криволак,,,,,,,,,,42.6764657,26.323782399999995
83,10083,Клиника по Ортопедия и Травматология,бул. Русе,,,,,,,,,,43.4119488,24.6321641
84,10084,Комплексен онкологичен център-Бургас ЕООД,,,,,,,,,,,42.50123,27.4750003
85,10085,Курортна поликлиника,"ул. ""Никола Вапцаров""",,,,,,,,,,43.212943100000004,27.934971100000002
86,10086,Лайф Хоспитал,,,,,,,,,,,42.5275944,27.4679489
87,10087,МБАЛ,,,,,,,,,,,42.1412139,25.858628399999997
88,10088,МБАЛ,,,,,,,,,,,42.14129929999999,25.858510199999998
89,10089,МБАЛ,,,,,,,,,,,43.410528,28.1602158
90,10090,МБАЛ,,,,,,,,,,,41.891432200000004,23.4683585
91,10091,МБАЛ,,,,,,,,,,,43.16540429999999,26.812550399999996
92,10092,МБАЛ,,,,,,,,,,,42.890299299999995,24.7077842
93,10093,МБАЛ,,,,,,,,,,,41.8910515,23.4680525
94,10094,МБАЛ,,,,,,,,,,,42.543353100000004,22.9590605
95,10095,МБАЛ,,,,,,,,,,,41.580166999999996,25.1346005
96,10096,"МБАЛ ""Д-р Братан Шукеров""",,,,,,,,,,,41.5740166,24.7179878
97,10097,"МБАЛ ""Д-р Иван Селимински"" Сливен",,,,,,,,,yes,,42.67540579999999,26.324433199999998
98,10098,"МБАЛ ""Доверие""",,,,,,,,,,,42.6851386,23.2464802
99,10099,"МБАЛ ""Доктро Киро Попов""",,,,,,,,,,,42.6450578,24.799091
100,10100,"МБАЛ ""Проф.д-р Цончев""",,,,,,,,,,,42.883210999999996,26.4489459
101,10101,"МБАЛ ""СВ. ИВАН РИЛСКИ"" - РАЗГРАД АД",,,,,,,,,yes,,43.5293766,26.535444000000002
102,10102,"МБАЛ ""Св. Марина""",,,,,,,,,,,43.4408617,24.5915198
103,10103,"МБАЛ ""Св. Николай Чудотворец""",,,,,,,,,,,43.828061,23.2314199
104,10104,"МБАЛ ""Света Екатерина""",,,,,,,,,,,42.0519734,25.5876437
105,10105,"МБАЛ ""Света Екатерина""",,,,,,,,,no,,42.2015091,24.337500100000003
106,10106,"МБАЛ ""Света София""",бул. България,,,,,,,,,,42.6598916,23.2844253
107,10107,"МБАЛ ""Свети Иван Рилски""",,,,,,,,,,,42.1774474,26.580751899999996
108,10108,"МБАЛ ""Уни Хоспитал""",Георги Бенковски,,,,,+359 (357) 88 581,,,,,42.4925838,24.1864516
109,10109,"МБАЛ ""Царица Йоанна""",,,,,,,,,,,42.7010571,23.337262399999997
110,10110,МБАЛ - Чирпан,,,,,,,,,,,42.2037501,25.3423049
111,10111,МБАЛ Central,,,,,,,,,,,42.138400700000005,24.739566
112,10112,МБАЛ Асеновград,,,,,,,,,,,42.0166244,24.8796103
113,10113,МБАЛ Бургас,,,,,,,,,,,42.5124648,27.466889899999998
114,10114,МБАЛ Бургасмед,,,,,,,,,yes,,42.4635694,27.420153000000003
115,10115,МБАЛ Бяла Слатина,,,,,,,,,yes,,43.47849420000001,23.9286685
116,10116,МБАЛ Д-р Димитър Моллов,,,,,,,,,,,42.933536100000005,25.8757185
117,10117,МБАЛ Д-р Маджуров,,,,,,,,,,,42.5183654,27.465333500000003
118,10118,МБАЛ Доктор Никола Василиев,"пл. ""17 януари""",,,,,,,,,,42.280480700000005,22.6999253
119,10119,МБАЛ Исперих,,,,,,,,,,,43.712968100000005,26.8393309
120,10120,МБАЛ Каварна,ул. Васил Левски,,,,,,,,,,43.425754600000005,28.338125599999998
121,10121,МБАЛ Карнобат,,,,,,,,,,,42.6502385,26.994543300000004
122,10122,МБАЛ Кнежа,,,,,,,,,,,43.4865973,24.078266
123,10123,МБАЛ Левски,,,,,,,,,,,43.3667891,25.1331542
124,10124,МБАЛ Луковит,,,,,,,,,,,43.2125558,24.1596108
125,10125,МБАЛ Мездра,,,,,,,,,,,43.147304999999996,23.7097807
126,10126,МБАЛ Надежда,,,,,,,,,,,42.688522999999996,23.2740112
127,10127,МБАЛ Оряхово,,,,,,,,,,,43.731494299999994,23.9452521
128,10128,МБАЛ Пирдоп,,,,,,,,,,,42.7028422,24.1691689
129,10129,МБАЛ Поморие,,,,,,,,,,,42.5635441,27.638482500000002
130,10130,МБАЛ Рокфелер,,,,,,,,,yes,,41.398182500000004,23.206922600000002
131,10131,МБАЛ Св. Иван Рилски,,,,,,,,,,,42.4234572,25.635423199999998
132,10132,МБАЛ Св. Пантелеймон,Панйот Хитов,,,,,,,,yes,,42.487528499999996,26.514780699999996
133,10133,МБАЛ Света Марина,,,,,,,,,,,43.225876299999996,27.933594399999997
134,10134,МБАЛ Свети Георги,,,,,,,,,,,42.13970870000001,24.7364568
135,10135,МБАЛ Свети Мина,,,,,,,,,no,,42.1363392,24.743041199999997
136,10136,МБАЛ Хасково,,,,,,,,,,,41.931952200000005,25.5663018
137,10137,МБАЛ Червен бряг,,,,,,,,,,,43.2733278,24.084862899999997
138,10138,МБАЛ д-р Димитър Чакмаков,,,,,,,,,,,42.292702500000004,25.9443754
139,10139,МБАЛ проф. д-р. Асен Шопов,,,,,,,,,,,41.378643100000005,25.095769
140,10140,МБАЛ проф.Димитър Ранев,,,,,,,,,,,42.0392062,24.311065399999997
141,10141,МБАЛ „Проф.д-р Ал.Герчев” Етрополе,,,,,,,,,,,42.8401779,23.999279100000003
142,10142,"МБАЛ „Христо Ботев""",,,,,,,,,,,43.1984838,23.559393
143,10143,"МБАЛ-Монтана „Д-р Стамен Илиев""",,,,,,,,,,,43.402040500000005,23.2327936
144,10144,МБАЛ-Шумен,Васил Априлов,,,,,054 855 755,,,yes,,43.2777016,26.9166915
145,10145,МИ на МВР - Филиал,,,,,,,,,,,42.7099554,23.1525917
146,10146,"МОБАЛ ""д-р Стефан Черкезов"" (база №1)",,,,,,,,,yes,,43.074712899999994,25.6151125
147,10147,МЦ,,,,,,,,,,,42.6280451,23.1989633
148,10148,МЦ 1,,,,,,,,,,,42.7067077,23.1411535
149,10149,МЦ Санита,,,,,,,,,,,43.229575200000006,27.883899
150,10150,МЦ-1,,,,,,,,,,,42.8127278,23.2147267
151,10151,"Медико-социален комплекс ""Св. Лука""",,,,,,,,,,,43.3139532,27.6655407
152,10152,Медицинки център Медикус,,,,,,,,,no,,42.681596299999995,26.323305199999997
153,10153,Медицински институт на МВР,бул. Ген. Скобелев,,,,,+359 2 9821300,,,,,42.6926039,23.3087315
154,10154,"Медицински комплекс ""Майчин дом"" - Варна",,,,,,,,,,,43.2199703,27.926169899999998
155,10155,Медицински комплекс Младост,,,,,,,,,,,43.2313739,27.8789974
156,10156,Медицински университет,,,,,,,,,,,42.1406051,24.7352158
157,10157,Медицински център,,,,,,,,,,,42.9183658,22.9277802
158,10158,Медицински център,улица Заводска,,,,,,,,no,,42.698857399999994,25.8949671
159,10159,Медицински център,,,,,,,,,,,42.7815334,23.499712300000002
160,10160,Медицински център,,,,,,,,,,,43.257737,27.816356
161,10161,Медицински център,,,,,,,,,,,42.7954767,23.4472008
162,10162,Медицински център,,,,,,,,,,,42.8017326,23.4217808
163,10163,Медицински център,,,,,,,,,,,42.1392462,24.739381299999998
164,10164,Медицински център,,,,,,,,,,,42.7843742,23.2746672
165,10165,Медицински център,,,,,,,,,,,42.656092799999996,23.4644526
166,10166,Медицински център,,,,,,,,,,,42.763115500000005,23.202883800000002
167,10167,Медицински център,,,,,,,,,,,42.505314399999996,24.3227441
168,10168,"Медицински център ""Здраве - 2000""",,,,,,,,,,,42.437852299999996,25.6279188
169,10169,"Медицински център ""Св. Иван Рилски""",Трансмариска,,,,,+359 866 60560,,,,,44.045623299999995,26.600234000000004
170,10170,"Медицински център ""Св. Лука""",,,,,,,,,no,,42.428748799999994,25.638764399999996
171,10171,Медицински център Чирпан,,,,,,,,,,,42.1983047,25.3288484
172,10172,Медицински център и Община,,,,,,,,,,,42.7866197,23.519199800000003
173,10173,Многопрофилна болница за АЛ,,,,,,,,,,,42.2888042,24.9542706
174,10174,Многопрофилна болница за активно лечение (МБАЛ),Трансмариска,,,,,+359 866 60078,,,,,44.0445844,26.596286300000003
175,10175,НКБ - отделение по кардиологична рехабилитация,,,,,,,,,,,42.70807620000001,23.148544199999996
176,10176,"НМТБ-клинична лаборатория, имунология и хормони",,,,,,,,,,,42.7128791,23.317682100000003
177,10177,НМТБ-микробиологична лаборатория,,,,,,,,,,,42.7131232,23.318002399999997
178,10178,Национален център по хематология и трансфузиология,Братя Миладинови,,,,,,,,,,42.7093188,23.3196212
179,10179,Национална кардиологична болница,Коньовица,,,,,,,,yes,,42.706401899999996,23.2858018
180,10180,Национална многопрофилна транспортна болница Цар Борис III,,,,,,,,,,,42.7131684,23.317277899999997
181,10181,Национална специализирана болница за активно лечение по онкология,Пловдивско поле,,,,,,,,,,42.66173010000001,23.3594485
182,10182,Областен диспансер за Психични заболявания,,,,,,,,,,,42.1366564,24.710465600000003
183,10183,Областен диспансер за кожно-венерически заболявания,,,,,,,,,,,42.1305757,24.7460625
184,10184,Областен диспансер за психични заболявания Проф. д-р Иван Темков,,,,,,,,,,,42.5141169,27.474303999999997
185,10185,Областен психо-диспансер,,,,,,,,,,,42.70642410000001,23.3326195
186,10186,Общинска Поликлиника Кюстендил,,,,,,,,,,,42.2811936,22.6919979
187,10187,"Окръжна болница ""Проф. Стоян Киркович""",,,,,,,,,yes,,42.4259093,25.6135716
188,10188,Онкологичен диспансер,,,,,,,,,,,42.6562476,23.3716961
189,10189,"Отделение УМБАЛ ""Света Марина""",,,,,,,,,,,42.9620074,27.8815197
190,10190,Очна болница,,,,,,,,,,,43.216538299999996,27.913367800000003
191,10191,Пета МБАЛ София,бул. ген. Николай Г. Столетов,,,,,,,,yes,,42.7130855,23.3109504
192,10192,Поликлиника,,,,,,,,,,,43.696317799999996,23.4370065
193,10193,Поликлиника,,,,,,,,,,,42.876855400000004,27.886561100000005
194,10194,Правителствен санаториум,,,,,,,,,no,,42.636530799999996,23.180096
195,10195,Психиатрична болница Карлуково,,,,,,,,,,,43.1794199,24.065302499999998
196,10196,Психиатрична клиника,Огражден,,,,,,,,no,,43.4168127,24.5972186
197,10197,"Първа САГБАЛ ""Света София""",Михалаки Ташев,,,,,,,,,,42.6992655,23.2880145
198,10198,Първичен здравен център Балик,,,,,,,,,,,43.5763241,27.8498463
199,10199,Районна болница Д-р Теодоси Витанов,,,,,,,,,,,42.8676571,25.4855026
200,10200,Регионален психодиспансер,,,,,,,,,,,43.8662713,25.9872499
201,10201,Регионална ветиранаро медицинска служба,,,,,,,,,,,41.5706551,24.756130399999996
202,10202,Рехабилитационна болница Ясен,,,,,,,,,,,42.710049299999994,23.149929800000002
203,10203,САГБАЛ Св. Лазар,,,,,,,,,,,42.65925670000001,23.336502600000003
204,10204,СБ,,,,,,,,,,,42.7089618,23.149588100000003
205,10205,СБАЛ АГ „Селена“,,,,,,,,,,,42.134952899999995,24.7091242
206,10206,СБАЛ Св.Панталеймон,,,,,,,,,,,43.4021072,24.6424674
207,10207,СБАЛ Св.Панталеймон,ул. Трите Бора,,,,,,,,,,43.402355299999996,24.6427458
208,10208,СБАЛ на детски болести,,,,,,,,,,,42.710356,23.151594
209,10209,СБАЛ по Белодробни Болести- Габрово,Д-р Кирил Въгленов,,,,,,,,no,,42.8442885,25.3146476
210,10210,СБАЛ по детски болести,бул. Акад. Иван Евстратиев Гешов,,,,,+359 2 8154 211,,,,,42.6840196,23.301679800000002
211,10211,"СБАЛ по ендокринология ""Акад. Ив. Пенчев""",,,,,,,,,,,42.696676000000004,23.3144572
212,10212,"СБАЛ по ендокринология ""Акад. Ив. Пенчев""",,,,,,,,,,,42.6967095,23.3145979
213,10213,"СБАЛ по инф. и паразитни болести ""Проф. Ив. Киров""",,,,,,,,,,,42.6812445,23.3023366
214,10214,СБАЛВБ Бест Клиник,Бачо Киро,,,,,,,,,,42.7025714,23.3258014
215,10215,СБАЛХ-Кърджали,,,,,,,,,,,41.645205100000005,25.3722039
216,10216,СБВБДПЛ,,,,,,,,,,,42.6130401,23.3145609
217,10217,СБДПЛР Бухово,,,,,,,,,,,42.7616727,23.560263100000004
218,10218,СБДПЛР Сливница,,,,,,,,,,,42.8541487,23.0324809
219,10219,"СБЗ ""Тузлата""",,,,,,,,,no,,43.40041970000001,28.2255423
220,10220,СДПЛР,,,,,,,,,,,42.581004799999995,23.4267325
221,10221,СХБАЛ Красимира,Балша,,,,,,,,,,42.6804785,23.3096557
222,10222,"Санаториум ""Свети Мина""",,,,,,,,,,,43.1876607,23.2839046
223,10223,Санаториум за белодробни заболявания,,,,,,,,,,,43.159164000000004,23.9232771
224,10224,Св. Иван Рилски,,,,,,,,,yes,,42.1679799,24.748004199999997
225,10225,Св. Пантелеймон,,,,,,,,,,,42.121743200000004,24.749475699999998
226,10226,Св. Спас,,,,,,,,,,,42.7961121,23.451249
227,10227,Света Анна,,,,,,,,,no,,42.6926328,26.3439321
228,10228,Серумен институт,,,,,,,,,no,,42.6762836,23.1919238
229,10229,Сити Мед,бул. Липник,,,,,,,,no,,43.85280770000001,25.991691600000003
230,10230,Скин системс,,,,,,,,,,,42.632449900000005,23.688803
231,10231,Софиямед,бул. Д-р Г. М. Димитров,,,,,+359 2 465 0000,,,yes,,42.6669745,23.364720600000002
232,10232,Специализирана Болница за рехабилитация - Бургаски минерални бани,,,,,,,,,,,42.6109492,27.3915787
233,10233,Специализирана болница за активно лечение на белодробни болести - Троян,ул. Васил Левски,,,,,,,,,,42.8986626,24.7094294
234,10234,Специализирана болница за активно лечение на пневмо-фтизиатрични заболявания - Враца ЕООД,,,,,,,,,,,43.197821000000005,23.5626659
235,10235,Специализирана болница за белодробни заболявания,,,,,,,,,,,42.6794734,25.588288100000003
236,10236,Специализирана болница за лечение на пневмо-фтизиатрични заболявания,,,,,,,,,,,42.5007235,27.476922100000003
237,10237,"Специализирана болница за пневмо - фтизиатрични заболявания ""Д-р Трейман""",,,,,,,,,,,43.0737735,25.6436691
238,10238,Специализирана болница за рехабилитация,,,,,,,,,,,42.891696,26.4371048
239,10239,Специализирана болница за рехабилитация,,,,,,,,,,,42.539399100000004,24.8394227
240,10240,Специализирана болница за рехабилитация Здраве,,,,,,,,,,,42.7103459,23.1469167
241,10241,Специализирана болница за рехабилитация Мари,Кипарис,,,,,,,,,,42.6534097,27.6926245
242,10242,Спешен медицински център,Васил Левски,,,,,,,,yes,,42.150127000000005,26.8114369
243,10243,Спешна медицинска помощ,,,,,,,,,,,42.138302100000004,24.7371062
244,10244,Спешна помощ,,,,,,,,,,,43.1599116,23.9218854
245,10245,Стар АГ Комплекс-Русе,ул. Николаевска,,,,,,,,,,43.8356134,25.953208
246,10246,Стоматологична поликлиника,,,,,,,,,,,43.5714858,27.831740500000002
247,10247,Стоматология,бул. Русе,,,,,,,,,,43.4117789,24.6220464
248,10248,Транспортен медицински институт,,,,,,,,,,,42.7131965,23.3163686
249,10249,Транспортна болница,,,,,,,,,,,43.197939899999994,27.913070399999995
250,10250,"УБ ""Майчин дом""",,,,,,,,,,,42.683208,23.311153100000002
251,10251,"УМБАЛ ""Александровска""",,,,,,,,,,,42.6818692,23.308638300000002
252,10252,"УМБАЛ ""Георги Странски""",,,,,,,,,,,43.415062400000004,24.629658300000003
253,10253,"УМБАЛ ""Георги Странски""",,,,,,,,,,,43.4090795,24.6060119
254,10254,"УМБАЛ ""КАНЕВ""-Русе",,,,,,,,,yes,,43.8567889,25.961451999999998
255,10255,"УМБАЛ ""Св. Георги"" - Инфекциозна клиника",,,,,,,,,,,42.137719399999995,24.7152793
256,10256,"УМБАЛ ""Св. Георги"" - Клиника по неврология",,,,,,,,,,,42.136004,24.7108546
257,10257,УМБАЛ Св. Анна,,,,,,,,,yes,,42.6618231,23.370883600000003
258,10258,УМБАЛ „Св. Георги“,бул. Пещерско шосе,,,,,,,,yes,,42.138967799999996,24.709508800000002
259,10259,Университетска детска клиника по белодробни болести,,,,,,,,,,,42.669430799999994,23.2533691
260,10260,"Университетска многопрофилна болница за активно лечение и спешна медицина ""Н. И. Пирогов""",,,,,,+359 2 9154 411,,,yes,,42.6913578,23.3090829
261,10261,Хайфу център,,,,,,,,,,,43.4419042,24.590195
262,10262,Хигия,,,,,,,,,no,,42.189865000000005,24.332801500000002
263,10263,Хоспис Филаретова ЕООД,,,,,,,,,,,43.16874779999999,27.921361199999996
264,10264,Царица Йоанна,ул. Булаир,,,,,,,,no,,42.683735,26.306770299999997
265,10265,Център за кожно-венерически заболявания - Бургас,Оборище,,,,,,,,,,42.5003425,27.474645399999996
266,10266,"Частна МБАЛ ""НИА МЕД""",,,,,,,,,,,42.42503189999999,25.617423199999998
267,10267,"Частна болница ""Ритъм""",,,,,,,,,,,42.423795399999996,25.627922899999998
268,10268,Частна хирургична болница Света Богородица,,,,,,,,,,,42.6989049,23.343734899999998
269,10269,Шеста обединена районна болница,,,,,,,,,,,42.6829208,23.2538745
270,10270,здравна служба,Васил Левски,,,,,,,,,,43.3425253,23.8470798
271,10271,лекарски кабинет,,,,,,,,,,,42.632304299999994,23.685112300000004
272,10272,￼Комплексен онкологичен център - Шумен,Васил Априлов,,,,,,,,,,43.276832399999996,26.9181582
